03:13:43.547 >> responsesCount.size(): 0
03:13:43.550 NEW:0 >> Node UUID is: ebbc51e1-53fb-45eb-b13e-f469138eae28
03:13:43.550 NEW:0 >> Local address is: 169.254.193.255
03:13:43.593 FLW:1 >> S_NEW => S_FLW >> Timeout achieved
03:13:43.694 FLW:1 >> New node with UUID ef7fa2c9-544b-42ac-b6ab-6f092de3a025 and IP 169.254.193.255 was discovered
03:13:43.727 FLW:1 >> New node with UUID a5abb75c-1127-482d-8951-2ed8a25b0211 and IP 169.254.193.255 was discovered
03:13:43.996 FLW:1 >> New node with UUID 09f2524d-2429-44b4-8d8f-12ed7e671070 and IP 169.254.193.255 was discovered
03:13:44.005 FLW:1 >> New node with UUID 217825cb-55b4-4446-b4e9-23a9fc004d4f and IP 169.254.193.255 was discovered
03:42:09.835 FLW:3 >> S_FLW => S_FLW >> Heartbeat: Leader with the same term #3
03:42:09.885 FLW:3 >> S_FLW => S_FLW >> Heartbeat: Leader with the same term #3
03:42:09.936 FLW:3 >> S_FLW => S_FLW >> Heartbeat: Leader with the same term #3
03:42:09.985 FLW:3 >> S_FLW => S_FLW >> Heartbeat: Leader with the same term #3
03:42:10.035 FLW:3 >> S_FLW => S_FLW >> Heartbeat: Leader with the same term #3
03:42:10.085 FLW:3 >> S_FLW => S_FLW >> Heartbeat: Leader with the same term #3
03:42:10.135 FLW:3 >> S_FLW => S_FLW >> Heartbeat: Leader with the same term #3
03:42:10.185 FLW:3 >> S_FLW => S_FLW >> Heartbeat: Leader with the same term #3
03:42:10.235 FLW:3 >> S_FLW => S_FLW >> Heartbeat: Leader with the same term #3
03:42:10.285 FLW:3 >> S_FLW => S_FLW >> Heartbeat: Leader with the same term #3
03:42:10.335 FLW:3 >> S_FLW => S_FLW >> Heartbeat: Leader with the same term #3
03:42:10.385 FLW:3 >> S_FLW => S_FLW >> Heartbeat: Leader with the same term #3
03:42:10.435 FLW:3 >> S_FLW => S_FLW >> Heartbeat: Leader with the same term #3
03:42:10.485 FLW:3 >> S_FLW => S_FLW >> Heartbeat: Leader with the same term #3
03:42:10.535 FLW:3 >> S_FLW => S_FLW >> Heartbeat: Leader with the same term #3
03:42:10.585 FLW:3 >> S_FLW => S_FLW >> Heartbeat: Leader with the same term #3
03:42:10.638 FLW:3 >> S_FLW => S_FLW >> Heartbeat: Leader with the same term #3
03:42:10.686 FLW:3 >> S_FLW => S_FLW >> Heartbeat: Leader with the same term #3
03:42:10.736 FLW:3 >> S_FLW => S_FLW >> Heartbeat: Leader with the same term #3
03:42:10.786 FLW:3 >> S_FLW => S_FLW >> Heartbeat: Leader with the same term #3
03:42:10.836 FLW:3 >> S_FLW => S_FLW >> Heartbeat: Leader with the same term #3
03:42:10.887 FLW:3 >> S_FLW => S_FLW >> Heartbeat: Leader with the same term #3
03:42:10.936 FLW:3 >> S_FLW => S_FLW >> Heartbeat: Leader with the same term #3
03:42:10.986 FLW:3 >> S_FLW => S_FLW >> Heartbeat: Leader with the same term #3
03:42:11.036 FLW:3 >> S_FLW => S_FLW >> Heartbeat: Leader with the same term #3
03:42:11.086 FLW:3 >> S_FLW => S_FLW >> Heartbeat: Leader with the same term #3
03:42:11.136 FLW:3 >> S_FLW => S_FLW >> Heartbeat: Leader with the same term #3
03:42:11.188 FLW:3 >> S_FLW => S_FLW >> Heartbeat: Leader with the same term #3
03:42:11.238 FLW:3 >> S_FLW => S_FLW >> Heartbeat: Leader with the same term #3
03:42:11.288 FLW:3 >> S_FLW => S_FLW >> Heartbeat: Leader with the same term #3
03:42:11.338 FLW:3 >> S_FLW => S_FLW >> Heartbeat: Leader with the same term #3
03:42:11.388 FLW:3 >> S_FLW => S_FLW >> Heartbeat: Leader with the same term #3
03:42:11.438 FLW:3 >> S_FLW => S_FLW >> Heartbeat: Leader with the same term #3
03:42:11.488 FLW:3 >> S_FLW => S_FLW >> Heartbeat: Leader with the same term #3
03:42:11.538 FLW:3 >> S_FLW => S_FLW >> Heartbeat: Leader with the same term #3
03:42:11.588 FLW:3 >> S_FLW => S_FLW >> Heartbeat: Leader with the same term #3
03:42:11.639 FLW:3 >> S_FLW => S_FLW >> Heartbeat: Leader with the same term #3
03:42:11.689 FLW:3 >> S_FLW => S_FLW >> Heartbeat: Leader with the same term #3
03:42:11.740 FLW:3 >> S_FLW => S_FLW >> Heartbeat: Leader with the same term #3
03:42:11.790 FLW:3 >> S_FLW => S_FLW >> Heartbeat: Leader with the same term #3
03:42:11.840 FLW:3 >> S_FLW => S_FLW >> Heartbeat: Leader with the same term #3
03:42:11.890 FLW:3 >> S_FLW => S_FLW >> Heartbeat: Leader with the same term #3
03:42:11.940 FLW:3 >> S_FLW => S_FLW >> Heartbeat: Leader with the same term #3
03:42:11.990 FLW:3 >> S_FLW => S_FLW >> Heartbeat: Leader with the same term #3
03:42:12.040 FLW:3 >> S_FLW => S_FLW >> Heartbeat: Leader with the same term #3
03:42:12.091 FLW:3 >> S_FLW => S_FLW >> Heartbeat: Leader with the same term #3
03:42:12.141 FLW:3 >> S_FLW => S_FLW >> Heartbeat: Leader with the same term #3
03:42:12.193 FLW:3 >> S_FLW => S_FLW >> Heartbeat: Leader with the same term #3
03:42:12.243 FLW:3 >> S_FLW => S_FLW >> Heartbeat: Leader with the same term #3
03:42:12.296 FLW:3 >> S_FLW => S_FLW >> Heartbeat: Leader with the same term #3
03:42:12.346 FLW:3 >> S_FLW => S_FLW >> Heartbeat: Leader with the same term #3
03:42:12.395 FLW:3 >> S_FLW => S_FLW >> Heartbeat: Leader with the same term #3
03:42:12.448 FLW:3 >> S_FLW => S_FLW >> Heartbeat: Leader with the same term #3
03:42:12.495 FLW:3 >> S_FLW => S_FLW >> Heartbeat: Leader with the same term #3
03:42:12.545 FLW:3 >> S_FLW => S_FLW >> Heartbeat: Leader with the same term #3
03:42:12.595 FLW:3 >> S_FLW => S_FLW >> Heartbeat: Leader with the same term #3
03:42:12.645 FLW:3 >> S_FLW => S_FLW >> Heartbeat: Leader with the same term #3
03:42:12.695 FLW:3 >> S_FLW => S_FLW >> Heartbeat: Leader with the same term #3
03:42:12.745 FLW:3 >> S_FLW => S_FLW >> Heartbeat: Leader with the same term #3
03:42:12.795 FLW:3 >> S_FLW => S_FLW >> Heartbeat: Leader with the same term #3
03:42:12.845 FLW:3 >> S_FLW => S_FLW >> Heartbeat: Leader with the same term #3
03:42:12.895 FLW:3 >> S_FLW => S_FLW >> Heartbeat: Leader with the same term #3
03:42:12.945 FLW:3 >> S_FLW => S_FLW >> Heartbeat: Leader with the same term #3
03:42:12.995 FLW:3 >> S_FLW => S_FLW >> Heartbeat: Leader with the same term #3
03:42:13.045 FLW:3 >> S_FLW => S_FLW >> Heartbeat: Leader with the same term #3
03:42:13.095 FLW:3 >> S_FLW => S_FLW >> Heartbeat: Leader with the same term #3
03:42:13.145 FLW:3 >> S_FLW => S_FLW >> Heartbeat: Leader with the same term #3
03:42:13.195 FLW:3 >> S_FLW => S_FLW >> Heartbeat: Leader with the same term #3
03:42:13.245 FLW:3 >> S_FLW => S_FLW >> Heartbeat: Leader with the same term #3
03:42:13.295 FLW:3 >> S_FLW => S_FLW >> Heartbeat: Leader with the same term #3
03:42:13.345 FLW:3 >> S_FLW => S_FLW >> Heartbeat: Leader with the same term #3
03:42:13.395 FLW:3 >> S_FLW => S_FLW >> Heartbeat: Leader with the same term #3
03:42:13.445 FLW:3 >> S_FLW => S_FLW >> Heartbeat: Leader with the same term #3
03:42:13.495 FLW:3 >> S_FLW => S_FLW >> Heartbeat: Leader with the same term #3
03:42:13.545 FLW:3 >> S_FLW => S_FLW >> Heartbeat: Leader with the same term #3
03:42:13.595 FLW:3 >> S_FLW => S_FLW >> Heartbeat: Leader with the same term #3
03:42:13.647 FLW:3 >> S_FLW => S_FLW >> Heartbeat: Leader with the same term #3
03:42:13.697 FLW:3 >> S_FLW => S_FLW >> Heartbeat: Leader with the same term #3
03:42:13.747 FLW:3 >> S_FLW => S_FLW >> Heartbeat: Leader with the same term #3
03:42:13.797 FLW:3 >> S_FLW => S_FLW >> Heartbeat: Leader with the same term #3
03:42:13.847 FLW:3 >> S_FLW => S_FLW >> Heartbeat: Leader with the same term #3
03:42:13.897 FLW:3 >> S_FLW => S_FLW >> Heartbeat: Leader with the same term #3
03:42:13.947 FLW:3 >> S_FLW => S_FLW >> Heartbeat: Leader with the same term #3
03:42:13.997 FLW:3 >> S_FLW => S_FLW >> Heartbeat: Leader with the same term #3
03:42:14.047 FLW:3 >> S_FLW => S_FLW >> Heartbeat: Leader with the same term #3
03:42:14.097 FLW:3 >> S_FLW => S_FLW >> Heartbeat: Leader with the same term #3
03:42:14.147 FLW:3 >> S_FLW => S_FLW >> Heartbeat: Leader with the same term #3
03:42:14.197 FLW:3 >> S_FLW => S_FLW >> Heartbeat: Leader with the same term #3
03:42:14.247 FLW:3 >> S_FLW => S_FLW >> Heartbeat: Leader with the same term #3
03:42:14.297 FLW:3 >> S_FLW => S_FLW >> Heartbeat: Leader with the same term #3
03:42:14.347 FLW:3 >> S_FLW => S_FLW >> Heartbeat: Leader with the same term #3
03:42:14.398 FLW:3 >> S_FLW => S_FLW >> Heartbeat: Leader with the same term #3
03:42:14.448 FLW:3 >> S_FLW => S_FLW >> Heartbeat: Leader with the same term #3
03:42:14.498 FLW:3 >> S_FLW => S_FLW >> Heartbeat: Leader with the same term #3
03:42:14.548 FLW:3 >> S_FLW => S_FLW >> Heartbeat: Leader with the same term #3
03:42:14.598 FLW:3 >> S_FLW => S_FLW >> Heartbeat: Leader with the same term #3
03:42:14.648 FLW:3 >> S_FLW => S_FLW >> Heartbeat: Leader with the same term #3
03:42:14.698 FLW:3 >> S_FLW => S_FLW >> Heartbeat: Leader with the same term #3
03:42:14.749 FLW:3 >> S_FLW => S_FLW >> Heartbeat: Leader with the same term #3
03:42:14.799 FLW:3 >> S_FLW => S_FLW >> Heartbeat: Leader with the same term #3
03:42:14.849 FLW:3 >> S_FLW => S_FLW >> Heartbeat: Leader with the same term #3
03:42:14.899 FLW:3 >> S_FLW => S_FLW >> Heartbeat: Leader with the same term #3
03:42:14.949 FLW:3 >> S_FLW => S_FLW >> Heartbeat: Leader with the same term #3
03:42:14.999 FLW:3 >> S_FLW => S_FLW >> Heartbeat: Leader with the same term #3
03:42:15.049 FLW:3 >> S_FLW => S_FLW >> Heartbeat: Leader with the same term #3
03:42:15.099 FLW:3 >> S_FLW => S_FLW >> Heartbeat: Leader with the same term #3
03:42:15.149 FLW:3 >> S_FLW => S_FLW >> Heartbeat: Leader with the same term #3
03:42:15.200 FLW:3 >> S_FLW => S_FLW >> Heartbeat: Leader with the same term #3
03:42:15.250 FLW:3 >> S_FLW => S_FLW >> Heartbeat: Leader with the same term #3
03:42:15.299 FLW:3 >> S_FLW => S_FLW >> Heartbeat: Leader with the same term #3
03:42:15.349 FLW:3 >> S_FLW => S_FLW >> Heartbeat: Leader with the same term #3
03:42:15.399 FLW:3 >> S_FLW => S_FLW >> Heartbeat: Leader with the same term #3
03:42:15.449 FLW:3 >> S_FLW => S_FLW >> Heartbeat: Leader with the same term #3
03:42:15.499 FLW:3 >> S_FLW => S_FLW >> Heartbeat: Leader with the same term #3
03:42:15.549 FLW:3 >> S_FLW => S_FLW >> Heartbeat: Leader with the same term #3
03:42:15.599 FLW:3 >> S_FLW => S_FLW >> Heartbeat: Leader with the same term #3
03:42:15.649 FLW:3 >> S_FLW => S_FLW >> Heartbeat: Leader with the same term #3
03:42:15.699 FLW:3 >> S_FLW => S_FLW >> Heartbeat: Leader with the same term #3
03:42:15.766 FLW:3 >> S_FLW => S_FLW >> Heartbeat: Leader with the same term #3
03:42:15.801 FLW:3 >> S_FLW => S_FLW >> Heartbeat: Leader with the same term #3
03:42:15.851 FLW:3 >> S_FLW => S_FLW >> Heartbeat: Leader with the same term #3
03:42:15.901 FLW:3 >> S_FLW => S_FLW >> Heartbeat: Leader with the same term #3
03:42:15.951 FLW:3 >> S_FLW => S_FLW >> Heartbeat: Leader with the same term #3
03:42:16.001 FLW:3 >> S_FLW => S_FLW >> Heartbeat: Leader with the same term #3
03:42:16.051 FLW:3 >> S_FLW => S_FLW >> Heartbeat: Leader with the same term #3
03:42:16.102 FLW:3 >> S_FLW => S_FLW >> Heartbeat: Leader with the same term #3
03:42:16.152 FLW:3 >> S_FLW => S_FLW >> Heartbeat: Leader with the same term #3
03:42:16.202 FLW:3 >> S_FLW => S_FLW >> Heartbeat: Leader with the same term #3
03:42:16.252 FLW:3 >> S_FLW => S_FLW >> Heartbeat: Leader with the same term #3
03:42:16.302 FLW:3 >> S_FLW => S_FLW >> Heartbeat: Leader with the same term #3
03:42:16.352 FLW:3 >> S_FLW => S_FLW >> Heartbeat: Leader with the same term #3
03:42:16.402 FLW:3 >> S_FLW => S_FLW >> Heartbeat: Leader with the same term #3
03:42:16.452 FLW:3 >> S_FLW => S_FLW >> Heartbeat: Leader with the same term #3
03:42:16.502 FLW:3 >> S_FLW => S_FLW >> Heartbeat: Leader with the same term #3
03:42:16.552 FLW:3 >> S_FLW => S_FLW >> Heartbeat: Leader with the same term #3
03:42:16.602 FLW:3 >> S_FLW => S_FLW >> Heartbeat: Leader with the same term #3
03:42:16.652 FLW:3 >> S_FLW => S_FLW >> Heartbeat: Leader with the same term #3
03:42:16.702 FLW:3 >> S_FLW => S_FLW >> Heartbeat: Leader with the same term #3
03:42:16.752 FLW:3 >> S_FLW => S_FLW >> Heartbeat: Leader with the same term #3
03:42:16.802 FLW:3 >> S_FLW => S_FLW >> Heartbeat: Leader with the same term #3
03:42:16.853 FLW:3 >> S_FLW => S_FLW >> Heartbeat: Leader with the same term #3
03:42:16.903 FLW:3 >> S_FLW => S_FLW >> Heartbeat: Leader with the same term #3
03:42:16.953 FLW:3 >> S_FLW => S_FLW >> Heartbeat: Leader with the same term #3
03:42:17.003 FLW:3 >> S_FLW => S_FLW >> Heartbeat: Leader with the same term #3
03:42:17.053 FLW:3 >> S_FLW => S_FLW >> Heartbeat: Leader with the same term #3
03:42:17.103 FLW:3 >> S_FLW => S_FLW >> Heartbeat: Leader with the same term #3
03:42:17.153 FLW:3 >> S_FLW => S_FLW >> Heartbeat: Leader with the same term #3
03:42:17.203 FLW:3 >> S_FLW => S_FLW >> Heartbeat: Leader with the same term #3
03:42:17.253 FLW:3 >> S_FLW => S_FLW >> Heartbeat: Leader with the same term #3
03:42:17.303 FLW:3 >> S_FLW => S_FLW >> Heartbeat: Leader with the same term #3
03:42:17.354 FLW:3 >> S_FLW => S_FLW >> Heartbeat: Leader with the same term #3
03:42:17.403 FLW:3 >> S_FLW => S_FLW >> Heartbeat: Leader with the same term #3
03:42:17.453 FLW:3 >> S_FLW => S_FLW >> Heartbeat: Leader with the same term #3
03:42:17.503 FLW:3 >> S_FLW => S_FLW >> Heartbeat: Leader with the same term #3
03:42:17.553 FLW:3 >> S_FLW => S_FLW >> Heartbeat: Leader with the same term #3
03:42:17.603 FLW:3 >> S_FLW => S_FLW >> Heartbeat: Leader with the same term #3
03:42:17.653 FLW:3 >> S_FLW => S_FLW >> Heartbeat: Leader with the same term #3
03:42:17.703 FLW:3 >> S_FLW => S_FLW >> Heartbeat: Leader with the same term #3
03:42:17.753 FLW:3 >> S_FLW => S_FLW >> Heartbeat: Leader with the same term #3
03:42:17.803 FLW:3 >> S_FLW => S_FLW >> Heartbeat: Leader with the same term #3
03:42:17.854 FLW:3 >> S_FLW => S_FLW >> Heartbeat: Leader with the same term #3
03:42:17.904 FLW:3 >> S_FLW => S_FLW >> Heartbeat: Leader with the same term #3
03:42:17.955 FLW:3 >> S_FLW => S_FLW >> Heartbeat: Leader with the same term #3
03:42:18.005 FLW:3 >> S_FLW => S_FLW >> Heartbeat: Leader with the same term #3
03:42:18.055 FLW:3 >> S_FLW => S_FLW >> Heartbeat: Leader with the same term #3
03:42:18.105 FLW:3 >> S_FLW => S_FLW >> Heartbeat: Leader with the same term #3
03:42:18.155 FLW:3 >> S_FLW => S_FLW >> Heartbeat: Leader with the same term #3
03:42:18.205 FLW:3 >> S_FLW => S_FLW >> Heartbeat: Leader with the same term #3
03:42:18.255 FLW:3 >> S_FLW => S_FLW >> Heartbeat: Leader with the same term #3
03:42:18.305 FLW:3 >> S_FLW => S_FLW >> Heartbeat: Leader with the same term #3
03:42:18.355 FLW:3 >> S_FLW => S_FLW >> Heartbeat: Leader with the same term #3
03:42:18.405 FLW:3 >> S_FLW => S_FLW >> Heartbeat: Leader with the same term #3
03:42:18.456 FLW:3 >> S_FLW => S_FLW >> Heartbeat: Leader with the same term #3
03:42:18.507 FLW:3 >> S_FLW => S_FLW >> Heartbeat: Leader with the same term #3
03:42:18.558 FLW:3 >> S_FLW => S_FLW >> Heartbeat: Leader with the same term #3
03:42:18.607 FLW:3 >> S_FLW => S_FLW >> Heartbeat: Leader with the same term #3
03:42:18.659 FLW:3 >> S_FLW => S_FLW >> Heartbeat: Leader with the same term #3
03:42:18.707 FLW:3 >> S_FLW => S_FLW >> Heartbeat: Leader with the same term #3
03:42:18.757 FLW:3 >> S_FLW => S_FLW >> Heartbeat: Leader with the same term #3
03:42:18.807 FLW:3 >> S_FLW => S_FLW >> Heartbeat: Leader with the same term #3
03:42:18.857 FLW:3 >> S_FLW => S_FLW >> Heartbeat: Leader with the same term #3
03:42:18.907 FLW:3 >> S_FLW => S_FLW >> Heartbeat: Leader with the same term #3
03:42:18.957 FLW:3 >> S_FLW => S_FLW >> Heartbeat: Leader with the same term #3
03:42:19.007 FLW:3 >> S_FLW => S_FLW >> Heartbeat: Leader with the same term #3
03:42:19.057 FLW:3 >> S_FLW => S_FLW >> Heartbeat: Leader with the same term #3
03:42:19.107 FLW:3 >> S_FLW => S_FLW >> Heartbeat: Leader with the same term #3
03:42:19.157 FLW:3 >> S_FLW => S_FLW >> Heartbeat: Leader with the same term #3
03:42:19.207 FLW:3 >> S_FLW => S_FLW >> Heartbeat: Leader with the same term #3
03:42:19.257 FLW:3 >> S_FLW => S_FLW >> Heartbeat: Leader with the same term #3
03:42:19.307 FLW:3 >> S_FLW => S_FLW >> Heartbeat: Leader with the same term #3
03:42:19.357 FLW:3 >> S_FLW => S_FLW >> Heartbeat: Leader with the same term #3
03:42:19.407 FLW:3 >> S_FLW => S_FLW >> Heartbeat: Leader with the same term #3
03:42:19.457 FLW:3 >> S_FLW => S_FLW >> Heartbeat: Leader with the same term #3
03:42:19.507 FLW:3 >> S_FLW => S_FLW >> Heartbeat: Leader with the same term #3
03:42:19.557 FLW:3 >> S_FLW => S_FLW >> Heartbeat: Leader with the same term #3
03:42:19.607 FLW:3 >> S_FLW => S_FLW >> Heartbeat: Leader with the same term #3
03:42:19.657 FLW:3 >> S_FLW => S_FLW >> Heartbeat: Leader with the same term #3
03:42:19.707 FLW:3 >> S_FLW => S_FLW >> Heartbeat: Leader with the same term #3
03:42:19.757 FLW:3 >> S_FLW => S_FLW >> Heartbeat: Leader with the same term #3
03:42:19.816 FLW:3 >> S_FLW => S_FLW >> Heartbeat: Leader with the same term #3
03:42:19.865 FLW:3 >> S_FLW => S_FLW >> Heartbeat: Leader with the same term #3
03:42:19.915 FLW:3 >> S_FLW => S_FLW >> Heartbeat: Leader with the same term #3
03:42:19.965 FLW:3 >> S_FLW => S_FLW >> Heartbeat: Leader with the same term #3
03:42:20.015 FLW:3 >> S_FLW => S_FLW >> Heartbeat: Leader with the same term #3
03:42:20.065 FLW:3 >> S_FLW => S_FLW >> Heartbeat: Leader with the same term #3
03:42:20.116 FLW:3 >> S_FLW => S_FLW >> Heartbeat: Leader with the same term #3
03:42:20.166 FLW:3 >> S_FLW => S_FLW >> Heartbeat: Leader with the same term #3
03:42:20.216 FLW:3 >> S_FLW => S_FLW >> Heartbeat: Leader with the same term #3
03:42:20.266 FLW:3 >> S_FLW => S_FLW >> Heartbeat: Leader with the same term #3
03:42:20.317 FLW:3 >> S_FLW => S_FLW >> Heartbeat: Leader with the same term #3
03:42:20.367 FLW:3 >> S_FLW => S_FLW >> Heartbeat: Leader with the same term #3
03:42:20.417 FLW:3 >> S_FLW => S_FLW >> Heartbeat: Leader with the same term #3
03:42:20.467 FLW:3 >> S_FLW => S_FLW >> Heartbeat: Leader with the same term #3
03:42:20.517 FLW:3 >> S_FLW => S_FLW >> Heartbeat: Leader with the same term #3
03:42:20.567 FLW:3 >> S_FLW => S_FLW >> Heartbeat: Leader with the same term #3
03:42:20.617 FLW:3 >> S_FLW => S_FLW >> Heartbeat: Leader with the same term #3
03:42:20.667 FLW:3 >> S_FLW => S_FLW >> Heartbeat: Leader with the same term #3
03:42:20.717 FLW:3 >> S_FLW => S_FLW >> Heartbeat: Leader with the same term #3
03:42:20.767 FLW:3 >> S_FLW => S_FLW >> Heartbeat: Leader with the same term #3
03:42:20.819 FLW:3 >> S_FLW => S_FLW >> Heartbeat: Leader with the same term #3
03:42:20.867 FLW:3 >> S_FLW => S_FLW >> Heartbeat: Leader with the same term #3
03:42:20.917 FLW:3 >> S_FLW => S_FLW >> Heartbeat: Leader with the same term #3
03:42:20.981 FLW:3 >> S_FLW => S_FLW >> Heartbeat: Leader with the same term #3
03:42:21.033 FLW:3 >> S_FLW => S_FLW >> Heartbeat: Leader with the same term #3
03:42:21.081 FLW:3 >> S_FLW => S_FLW >> Heartbeat: Leader with the same term #3
03:42:21.131 FLW:3 >> S_FLW => S_FLW >> Heartbeat: Leader with the same term #3
03:42:21.181 FLW:3 >> S_FLW => S_FLW >> Heartbeat: Leader with the same term #3
03:42:21.231 FLW:3 >> S_FLW => S_FLW >> Heartbeat: Leader with the same term #3
03:42:21.281 FLW:3 >> S_FLW => S_FLW >> Heartbeat: Leader with the same term #3
03:42:21.331 FLW:3 >> S_FLW => S_FLW >> Heartbeat: Leader with the same term #3
03:42:21.381 FLW:3 >> S_FLW => S_FLW >> Heartbeat: Leader with the same term #3
03:42:21.432 FLW:3 >> S_FLW => S_FLW >> Heartbeat: Leader with the same term #3
03:42:21.482 FLW:3 >> S_FLW => S_FLW >> Heartbeat: Leader with the same term #3
03:42:21.533 FLW:3 >> S_FLW => S_FLW >> Heartbeat: Leader with the same term #3
03:42:21.583 FLW:3 >> S_FLW => S_FLW >> Heartbeat: Leader with the same term #3
03:42:21.632 FLW:3 >> S_FLW => S_FLW >> Heartbeat: Leader with the same term #3
03:42:21.682 FLW:3 >> S_FLW => S_FLW >> Heartbeat: Leader with the same term #3
03:42:21.732 FLW:3 >> S_FLW => S_FLW >> Heartbeat: Leader with the same term #3
03:42:21.782 FLW:3 >> S_FLW => S_FLW >> Heartbeat: Leader with the same term #3
03:42:21.832 FLW:3 >> S_FLW => S_FLW >> Heartbeat: Leader with the same term #3
03:42:21.882 FLW:3 >> S_FLW => S_FLW >> Heartbeat: Leader with the same term #3
03:42:21.932 FLW:3 >> S_FLW => S_FLW >> Heartbeat: Leader with the same term #3
03:42:21.982 FLW:3 >> S_FLW => S_FLW >> Heartbeat: Leader with the same term #3
03:42:22.032 FLW:3 >> S_FLW => S_FLW >> Heartbeat: Leader with the same term #3
03:42:22.082 FLW:3 >> S_FLW => S_FLW >> Heartbeat: Leader with the same term #3
03:42:22.132 FLW:3 >> S_FLW => S_FLW >> Heartbeat: Leader with the same term #3
03:42:22.182 FLW:3 >> S_FLW => S_FLW >> Heartbeat: Leader with the same term #3
03:42:22.232 FLW:3 >> S_FLW => S_FLW >> Heartbeat: Leader with the same term #3
03:42:22.285 FLW:3 >> S_FLW => S_FLW >> Heartbeat: Leader with the same term #3
03:42:22.332 FLW:3 >> S_FLW => S_FLW >> Heartbeat: Leader with the same term #3
03:42:22.383 FLW:3 >> S_FLW => S_FLW >> Heartbeat: Leader with the same term #3
03:42:22.432 FLW:3 >> S_FLW => S_FLW >> Heartbeat: Leader with the same term #3
03:42:22.483 FLW:3 >> S_FLW => S_FLW >> Heartbeat: Leader with the same term #3
03:42:22.533 FLW:3 >> S_FLW => S_FLW >> Heartbeat: Leader with the same term #3
03:42:22.583 FLW:3 >> S_FLW => S_FLW >> Heartbeat: Leader with the same term #3
03:42:22.633 FLW:3 >> S_FLW => S_FLW >> Heartbeat: Leader with the same term #3
03:42:22.683 FLW:3 >> S_FLW => S_FLW >> Heartbeat: Leader with the same term #3
03:42:22.733 FLW:3 >> S_FLW => S_FLW >> Heartbeat: Leader with the same term #3
03:42:22.783 FLW:3 >> S_FLW => S_FLW >> Heartbeat: Leader with the same term #3
03:42:22.833 FLW:3 >> S_FLW => S_FLW >> Heartbeat: Leader with the same term #3
03:42:22.883 FLW:3 >> S_FLW => S_FLW >> Heartbeat: Leader with the same term #3
03:42:22.933 FLW:3 >> S_FLW => S_FLW >> Heartbeat: Leader with the same term #3
03:42:22.983 FLW:3 >> S_FLW => S_FLW >> Heartbeat: Leader with the same term #3
03:42:23.033 FLW:3 >> S_FLW => S_FLW >> Heartbeat: Leader with the same term #3
03:42:23.083 FLW:3 >> S_FLW => S_FLW >> Heartbeat: Leader with the same term #3
03:42:23.133 FLW:3 >> S_FLW => S_FLW >> Heartbeat: Leader with the same term #3
03:42:23.184 FLW:3 >> S_FLW => S_FLW >> Heartbeat: Leader with the same term #3
03:42:23.233 FLW:3 >> S_FLW => S_FLW >> Heartbeat: Leader with the same term #3
03:42:23.283 FLW:3 >> S_FLW => S_FLW >> Heartbeat: Leader with the same term #3
03:42:23.333 FLW:3 >> S_FLW => S_FLW >> Heartbeat: Leader with the same term #3
03:42:23.383 FLW:3 >> S_FLW => S_FLW >> Heartbeat: Leader with the same term #3
03:42:23.433 FLW:3 >> S_FLW => S_FLW >> Heartbeat: Leader with the same term #3
03:42:23.483 FLW:3 >> S_FLW => S_FLW >> Heartbeat: Leader with the same term #3
03:42:23.533 FLW:3 >> S_FLW => S_FLW >> Heartbeat: Leader with the same term #3
03:42:23.583 FLW:3 >> S_FLW => S_FLW >> Heartbeat: Leader with the same term #3
03:42:23.633 FLW:3 >> S_FLW => S_FLW >> Heartbeat: Leader with the same term #3
03:42:23.683 FLW:3 >> S_FLW => S_FLW >> Heartbeat: Leader with the same term #3
03:42:23.733 FLW:3 >> S_FLW => S_FLW >> Heartbeat: Leader with the same term #3
03:42:23.784 FLW:3 >> S_FLW => S_FLW >> Heartbeat: Leader with the same term #3
03:42:23.834 FLW:3 >> S_FLW => S_FLW >> Heartbeat: Leader with the same term #3
03:42:23.884 FLW:3 >> S_FLW => S_FLW >> Heartbeat: Leader with the same term #3
03:42:23.934 FLW:3 >> S_FLW => S_FLW >> Heartbeat: Leader with the same term #3
03:42:23.984 FLW:3 >> S_FLW => S_FLW >> Heartbeat: Leader with the same term #3
03:42:24.034 FLW:3 >> S_FLW => S_FLW >> Heartbeat: Leader with the same term #3
03:42:24.084 FLW:3 >> S_FLW => S_FLW >> Heartbeat: Leader with the same term #3
03:42:24.136 FLW:3 >> S_FLW => S_FLW >> Heartbeat: Leader with the same term #3
03:42:24.186 FLW:3 >> S_FLW => S_FLW >> Heartbeat: Leader with the same term #3
03:42:24.236 FLW:3 >> S_FLW => S_FLW >> Heartbeat: Leader with the same term #3
03:42:24.286 FLW:3 >> S_FLW => S_FLW >> Heartbeat: Leader with the same term #3
03:42:24.336 FLW:3 >> S_FLW => S_FLW >> Heartbeat: Leader with the same term #3
03:42:24.386 FLW:3 >> S_FLW => S_FLW >> Heartbeat: Leader with the same term #3
03:42:24.436 FLW:3 >> S_FLW => S_FLW >> Heartbeat: Leader with the same term #3
03:42:24.486 FLW:3 >> S_FLW => S_FLW >> Heartbeat: Leader with the same term #3
03:42:24.536 FLW:3 >> S_FLW => S_FLW >> Heartbeat: Leader with the same term #3
03:42:24.586 FLW:3 >> S_FLW => S_FLW >> Heartbeat: Leader with the same term #3
